camis,boro,critical_flag,cuisine_description,inspection_date,score,grade
40837042,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-02-03T00:00:00Z,12,A
40668380,Manhattan,Not Critical,Steak,2014-12-16T00:00:00Z,12,A
41482441,Manhattan,Critical,Bakery,2016-08-16T00:00:00Z,13,A
50055047,Manhattan,Critical,Vegetarian,2017-10-04T00:00:00Z,5,A
50000233,Manhattan,Not Critical,American,2015-12-23T00:00:00Z,11,A
41426958,Manhattan,Not Critical,American,2014-11-19T00:00:00Z,2,A
41494859,Manhattan,Not Critical,Sandwiches,2016-05-27T00:00:00Z,10,A
41704736,Queens,Not Critical,Sandwiches,2015-03-02T00:00:00Z,3,A
41067289,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-01-11T00:00:00Z,12,A
50004139,Staten Island,Critical,Chinese,2016-08-25T00:00:00Z,12,A
50036218,Manhattan,Not Critical,Sandwiches,2017-09-21T00:00:00Z,12,A
41587161,Brooklyn,Critical,Chinese,2014-06-21T00:00:00Z,12,A
50053323,Bronx,Critical,Spanish,2017-02-13T00:00:00Z,12,A
41406311,Queens,Not Critical,Cafe/coffee/Tea,2017-06-30T00:00:00Z,4,A
50044989,Brooklyn,Critical,American,2016-10-07T00:00:00Z,12,A
50013941,Brooklyn,Critical,Bagels/Pretzels,2016-11-01T00:00:00Z,11,A
41271954,Brooklyn,Critical,Caribbean,2017-08-07T00:00:00Z,10,A
50000950,Queens,Critical,Thai,2014-11-19T00:00:00Z,12,A
41186118,Queens,Critical,"Ice Cream, Gelato, Yogurt, Ices",2016-12-12T00:00:00Z,17,B
50018904,Brooklyn,Not Critical,Tapas,2015-06-12T00:00:00Z,9,A
50007119,Bronx,Not Critical,Delicatessen,2017-02-01T00:00:00Z,11,A
40547434,Staten Island,Critical,Mexican,2015-01-22T00:00:00Z,12,A
50000224,Bronx,Critical,Chinese,2014-02-06T00:00:00Z,12,A
41657476,Brooklyn,Not Critical,Chinese,2015-06-24T00:00:00Z,11,A
41587706,Brooklyn,Critical,American,2014-11-20T00:00:00Z,7,A
41655252,Bronx,Not Critical,Chinese,2014-09-11T00:00:00Z,11,A
41574705,Bronx,Not Critical,Hamburgers,2016-05-19T00:00:00Z,10,A
50015840,Manhattan,Not Critical,Chinese,2016-03-24T00:00:00Z,10,A
50018388,Queens,Critical,Pizza,2015-02-12T00:00:00Z,12,A
41010148,Queens,Critical,Pizza/Italian,2016-07-07T00:00:00Z,10,A
41208011,Queens,Not Critical,Donuts,2015-01-07T00:00:00Z,4,A
41171181,Manhattan,Not Critical,American,2014-11-24T00:00:00Z,22,B
41522848,Manhattan,Not Critical,Soul Food,2015-09-14T00:00:00Z,10,A
41251791,Manhattan,Critical,Pizza,2015-05-19T00:00:00Z,8,A
41592302,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-22T00:00:00Z,12,A
41224938,Brooklyn,Critical,Delicatessen,2015-11-25T00:00:00Z,12,A
50013333,Bronx,Not Critical,Bakery,2016-05-04T00:00:00Z,7,A
40757425,Queens,Not Critical,Jewish/Kosher,2015-01-28T00:00:00Z,12,A
41514395,Manhattan,Not Critical,Bakery,2015-12-14T00:00:00Z,12,A
50002789,Brooklyn,Not Critical,Chinese,2017-01-17T00:00:00Z,12,A
50002381,Brooklyn,Not Critical,Japanese,2016-11-16T00:00:00Z,20,B
41024941,Brooklyn,Not Critical,American,2014-09-15T00:00:00Z,10,A
50002038,Brooklyn,Critical,Bangladeshi,2017-10-05T00:00:00Z,10,A
50053730,Queens,Critical,Cafe/coffee/Tea,2016-12-07T00:00:00Z,14,B
41168644,Brooklyn,Not Critical,Cafe/coffee/Tea,2014-09-17T00:00:00Z,10,A
41240850,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-05-30T00:00:00Z,12,A
41568107,Manhattan,Critical,Italian,2016-02-16T00:00:00Z,12,A
41435352,Queens,Not Critical,Peruvian,2016-04-13T00:00:00Z,11,A
41716268,Bronx,Critical,Chicken,2016-02-04T00:00:00Z,11,A
41202176,Manhattan,Not Critical,American,2016-11-07T00:00:00Z,7,A
41528086,Manhattan,Not Critical,Japanese,2017-04-14T00:00:00Z,10,A
40610139,Queens,Not Critical,American,2014-05-30T00:00:00Z,12,A
50013366,Brooklyn,Critical,Delicatessen,2015-03-11T00:00:00Z,13,A
50002740,Manhattan,Critical,Korean,2014-08-25T00:00:00Z,18,B
40395872,Manhattan,Critical,Spanish,2014-03-17T00:00:00Z,10,A
41302926,Brooklyn,Not Critical,American,2016-01-30T00:00:00Z,2,A
41715445,Manhattan,Not Critical,Mexican,2014-07-03T00:00:00Z,13,A
41707126,Queens,Not Critical,Korean,2017-01-18T00:00:00Z,12,A
41696756,Manhattan,Critical,American,2016-05-06T00:00:00Z,10,A
50040568,Bronx,Critical,Chicken,2015-09-22T00:00:00Z,9,A
50032977,Queens,Critical,Asian,2015-12-09T00:00:00Z,11,A
41163019,Brooklyn,Not Critical,American,2016-11-03T00:00:00Z,13,A
50004680,Brooklyn,Not Critical,American,2017-01-06T00:00:00Z,18,B
41453983,Manhattan,Not Critical,Mexican,2016-01-05T00:00:00Z,13,A
41241730,Manhattan,Critical,Indian,2015-01-23T00:00:00Z,7,A
50000915,Queens,Critical,Tex-Mex,2016-04-21T00:00:00Z,7,A
50066323,Bronx,Critical,Chinese,2017-08-28T00:00:00Z,21,B
41692007,Queens,Not Critical,American,2016-02-18T00:00:00Z,12,A
50050262,Manhattan,Not Critical,Pizza,2017-09-26T00:00:00Z,4,A
41444879,Manhattan,Critical,Chinese,2016-01-20T00:00:00Z,21,B
50045869,Manhattan,Not Critical,American,2016-03-28T00:00:00Z,11,A
41509061,Manhattan,Not Critical,American,2016-08-15T00:00:00Z,11,A
40395055,Manhattan,Not Critical,Italian,2016-01-04T00:00:00Z,4,A
41337363,Bronx,Critical,Bakery,2014-12-19T00:00:00Z,12,A
40923811,Manhattan,Not Critical,American,2016-01-19T00:00:00Z,12,A
41540355,Bronx,Critical,Pizza,2015-06-17T00:00:00Z,12,A
41273144,Manhattan,Not Critical,Cafe/coffee/Tea,2016-08-04T00:00:00Z,12,A
50045391,Brooklyn,Not Critical,Cafe/coffee/Tea,2016-12-01T00:00:00Z,11,A
41681860,Queens,Critical,Irish,2014-10-01T00:00:00Z,11,A
40384671,Manhattan,Not Critical,French,2014-12-17T00:00:00Z,12,A
41620893,Bronx,Not Critical,Pizza,2017-09-29T00:00:00Z,9,A
41449587,Manhattan,Critical,American,2015-06-24T00:00:00Z,13,A
41030858,Manhattan,Not Critical,Pizza,2015-10-15T00:00:00Z,25,B
40364518,Manhattan,Not Critical,American,2017-10-16T00:00:00Z,13,A
41382650,Queens,Critical,Chinese,2016-08-23T00:00:00Z,23,B
40539022,Manhattan,Not Critical,Sandwiches,2015-05-11T00:00:00Z,4,A
41692734,Brooklyn,Not Critical,Caribbean,2015-05-26T00:00:00Z,13,A
50043110,Manhattan,Not Critical,Thai,2016-03-09T00:00:00Z,11,A
41460563,Brooklyn,Critical,Caribbean,2017-04-28T00:00:00Z,12,A
50008252,Queens,Critical,Pizza/Italian,2016-05-03T00:00:00Z,13,A
41599283,Queens,Critical,Chinese,2016-01-20T00:00:00Z,11,A
41519681,Queens,Not Critical,Cafe/coffee/Tea,2015-03-02T00:00:00Z,8,A
41692125,Manhattan,Critical,American,2014-12-15T00:00:00Z,12,A
41472922,Manhattan,Critical,Brazilian,2014-06-02T00:00:00Z,10,A
50003153,Brooklyn,Critical,American,2017-06-27T00:00:00Z,10,A
41588814,Brooklyn,Not Critical,Bakery,2016-05-24T00:00:00Z,7,A
41247143,Brooklyn,Not Critical,Pizza,2016-11-17T00:00:00Z,2,A
50015399,Manhattan,Not Critical,Thai,2016-08-22T00:00:00Z,13,A
50037722,Queens,Not Critical,Japanese,2016-02-29T00:00:00Z,13,A
40965177,Queens,Critical,Bakery,2015-04-23T00:00:00Z,24,B
41036247,Staten Island,Critical,Donuts,2015-01-30T00:00:00Z,12,A
40942438,Manhattan,Not Critical,American,2016-05-12T00:00:00Z,7,A
41207580,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-06-18T00:00:00Z,14,B
41343370,Brooklyn,Not Critical,Mexican,2014-12-04T00:00:00Z,10,A
50003019,Brooklyn,Critical,Soul Food,2015-03-07T00:00:00Z,12,A
50010952,Brooklyn,Critical,Pizza,2016-02-25T00:00:00Z,12,A
50035391,Queens,Not Critical,"Juice, Smoothies, Fruit Salads",2015-08-05T00:00:00Z,7,A
40894025,Queens,Not Critical,Chinese,2015-03-02T00:00:00Z,6,A
50004991,Brooklyn,Critical,Cafe/coffee/Tea,2014-11-12T00:00:00Z,13,A
41107780,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-07-28T00:00:00Z,13,A
41265582,Queens,Critical,Chinese,2016-03-29T00:00:00Z,5,A
41339471,Manhattan,Not Critical,American,2017-06-28T00:00:00Z,12,A
50006379,Staten Island,Not Critical,American,2016-06-16T00:00:00Z,11,A
50033235,Brooklyn,Not Critical,Spanish,2015-04-01T00:00:00Z,18,B
41637468,Manhattan,Critical,American,2016-12-22T00:00:00Z,12,A
40609248,Manhattan,Not Critical,"Juice, Smoothies, Fruit Salads",2017-04-24T00:00:00Z,6,A
40819820,Manhattan,Not Critical,Irish,2014-04-16T00:00:00Z,11,A
41707875,Manhattan,Critical,Chinese,2015-02-12T00:00:00Z,13,A
50049451,Queens,Critical,Chicken,2017-06-19T00:00:00Z,12,A
41408277,Manhattan,Critical,Japanese,2015-08-18T00:00:00Z,16,B
50001842,Manhattan,Critical,Asian,2017-01-10T00:00:00Z,31,C
50005723,Manhattan,Critical,Italian,2017-04-05T00:00:00Z,18,B
40550801,Bronx,Not Critical,"Ice Cream, Gelato, Yogurt, Ices",2015-05-20T00:00:00Z,12,A
41350661,Bronx,Critical,Pizza/Italian,2014-12-08T00:00:00Z,12,A
40701605,Queens,Not Critical,Greek,2014-06-19T00:00:00Z,9,A
41154580,Queens,Not Critical,Thai,2015-10-06T00:00:00Z,17,B
40424337,Manhattan,Critical,Bagels/Pretzels,2015-12-11T00:00:00Z,21,B
41628667,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-11-05T00:00:00Z,7,A
40908374,Queens,Critical,Chinese,2014-12-09T00:00:00Z,19,B
41149249,Manhattan,Critical,American,2016-04-08T00:00:00Z,8,A
50063627,Manhattan,Not Critical,"Juice, Smoothies, Fruit Salads",2017-07-03T00:00:00Z,10,A
41085883,Manhattan,Not Critical,Bakery,2014-12-05T00:00:00Z,7,A
41474967,Brooklyn,Not Critical,Mexican,2016-04-06T00:00:00Z,7,A
40729164,Manhattan,Not Critical,American,2016-12-27T00:00:00Z,9,A
41033693,Manhattan,Not Critical,"Bottled beverages, including water, sodas, juices, etc.",2015-10-29T00:00:00Z,10,A
40368752,Manhattan,Not Critical,French,2013-08-13T00:00:00Z,3,A
41561100,Manhattan,Not Critical,Spanish,2015-06-05T00:00:00Z,12,A
50034838,Queens,Not Critical,Japanese,2015-05-14T00:00:00Z,4,A
41591603,Brooklyn,Critical,Spanish,2017-08-10T00:00:00Z,56,C
41350661,Bronx,Not Critical,Pizza/Italian,2014-12-08T00:00:00Z,12,A
41085466,Manhattan,Not Critical,American,2014-12-18T00:00:00Z,22,B
50045623,Brooklyn,Critical,Chinese,2016-12-06T00:00:00Z,12,A
41519256,Queens,Not Critical,Jewish/Kosher,2017-03-29T00:00:00Z,13,A
50053719,Manhattan,Not Critical,Chinese,2017-01-10T00:00:00Z,9,A
50046893,Manhattan,Critical,Japanese,2016-07-05T00:00:00Z,10,A
41702724,Brooklyn,Not Critical,French,2015-05-27T00:00:00Z,33,C
41311904,Manhattan,Critical,Delicatessen,2016-04-18T00:00:00Z,16,B
40609326,Manhattan,Not Critical,Soups & Sandwiches,2015-02-23T00:00:00Z,11,A
41438394,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-10-13T00:00:00Z,12,A
50017902,Queens,Not Critical,Caribbean,2016-10-27T00:00:00Z,8,A
50001003,Brooklyn,Critical,Pizza/Italian,2016-10-20T00:00:00Z,11,A
40918241,Brooklyn,Not Critical,American,2015-10-13T00:00:00Z,8,A
41254605,Brooklyn,Critical,American,2016-05-31T00:00:00Z,8,A
50000589,Bronx,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-02-10T00:00:00Z,11,A
50001620,Brooklyn,Critical,Chinese,2015-03-26T00:00:00Z,12,A
41628145,Brooklyn,Not Critical,Seafood,2016-02-19T00:00:00Z,13,A
50057979,Queens,Critical,Bakery,2017-01-20T00:00:00Z,11,A
41679879,Manhattan,Not Critical,American,2016-09-28T00:00:00Z,2,A
40742158,Brooklyn,Critical,Pizza/Italian,2014-12-31T00:00:00Z,23,B
50035029,Bronx,Critical,Mexican,2016-06-08T00:00:00Z,12,A
50019058,Brooklyn,Critical,Asian,2016-08-01T00:00:00Z,10,A
40604400,Manhattan,Critical,Pizza/Italian,2014-07-01T00:00:00Z,9,A
50000255,Manhattan,Critical,Chinese,2015-02-25T00:00:00Z,15,B
50001494,Manhattan,Critical,Donuts,2017-02-24T00:00:00Z,13,A
50009759,Manhattan,Not Critical,Chicken,2017-05-09T00:00:00Z,12,A
50066314,Queens,Not Critical,Bakery,2017-09-07T00:00:00Z,10,A
50033770,Queens,Critical,Chinese/Japanese,2016-01-27T00:00:00Z,19,B
41572590,Brooklyn,Critical,American,2017-08-23T00:00:00Z,10,A
50053703,Bronx,Critical,Spanish,2017-08-14T00:00:00Z,24,B
41722059,Queens,Critical,American,2016-04-29T00:00:00Z,5,A
50054754,Queens,Critical,American,2016-08-30T00:00:00Z,12,A
41660557,Brooklyn,Critical,Cafe/coffee/Tea,2016-06-20T00:00:00Z,10,A
40680764,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-13T00:00:00Z,27,B
50004343,Queens,Critical,Chicken,2017-09-26T00:00:00Z,11,A
40401834,Manhattan,Critical,American,2015-04-15T00:00:00Z,20,B
50015048,Queens,Critical,American,2016-03-07T00:00:00Z,17,B
41701897,Queens,Not Critical,Continental,2016-06-18T00:00:00Z,12,A
50005405,Manhattan,Critical,American,2014-12-29T00:00:00Z,10,A
50000462,Bronx,Not Critical,Bakery,2015-11-16T00:00:00Z,4,A
41305361,Queens,Critical,Thai,2016-02-29T00:00:00Z,5,A
41635743,Queens,Not Critical,American,2014-08-12T00:00:00Z,6,A
40365841,Queens,Critical,Italian,2014-07-17T00:00:00Z,13,A
50003580,Manhattan,Critical,Chinese,2016-11-14T00:00:00Z,26,B
50016583,Brooklyn,Critical,Vegetarian,2016-06-23T00:00:00Z,31,C
40385974,Staten Island,Not Critical,American,2017-01-19T00:00:00Z,13,A
41215408,Queens,Not Critical,Pizza,2015-12-04T00:00:00Z,12,A
41710646,Brooklyn,Not Critical,American,2014-03-05T00:00:00Z,4,A
40977606,Queens,Critical,American,2017-08-29T00:00:00Z,10,A
41328457,Manhattan,Not Critical,Bakery,2015-07-14T00:00:00Z,9,A
40423571,Bronx,Critical,Italian,2016-06-03T00:00:00Z,5,A
40951884,Manhattan,Critical,American,2015-08-26T00:00:00Z,12,A
40928698,Manhattan,Critical,Greek,2015-06-12T00:00:00Z,11,A
40972759,Brooklyn,Critical,Caribbean,2014-09-15T00:00:00Z,13,A
40672603,Manhattan,Not Critical,Irish,2016-01-28T00:00:00Z,10,A
41374276,Brooklyn,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-03-12T00:00:00Z,9,A
50015892,Queens,Critical,American,2014-12-27T00:00:00Z,5,A
41259230,Manhattan,Not Critical,Pakistani,2014-06-17T00:00:00Z,11,A
41171296,Manhattan,Critical,Thai,2015-10-05T00:00:00Z,13,A
41540996,Manhattan,Not Critical,Mediterranean,2014-07-05T00:00:00Z,13,A
50042777,Bronx,Not Critical,African,2017-02-16T00:00:00Z,25,B
41603610,Brooklyn,Not Critical,American,2015-04-10T00:00:00Z,13,A
50004812,Bronx,Critical,Chinese,2014-09-08T00:00:00Z,7,A
50000203,Queens,Critical,Spanish,2015-10-24T00:00:00Z,20,B
41326189,Manhattan,Critical,American,2015-04-07T00:00:00Z,12,A
41640776,Brooklyn,Critical,Spanish,2015-01-21T00:00:00Z,7,A
41700337,Queens,Not Critical,Pakistani,2017-04-17T00:00:00Z,10,A
41431607,Brooklyn,Critical,Middle Eastern,2015-07-10T00:00:00Z,13,A
40577841,Brooklyn,Not Critical,Chicken,2016-04-12T00:00:00Z,23,B
41502782,Brooklyn,Critical,Mexican,2017-09-27T00:00:00Z,11,A
41665625,Manhattan,Critical,American,2015-06-04T00:00:00Z,9,A
41711029,Staten Island,Critical,Pizza,2016-02-01T00:00:00Z,36,C
41077507,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-21T00:00:00Z,20,B
40676502,Brooklyn,Critical,American,2015-06-10T00:00:00Z,12,A
40736836,Manhattan,Critical,American,2015-10-01T00:00:00Z,13,A
50009070,Queens,Critical,Bakery,2017-04-06T00:00:00Z,10,A
50017184,Manhattan,Critical,Delicatessen,2016-08-25T00:00:00Z,11,A
50017821,Bronx,Not Critical,Chinese,2015-07-01T00:00:00Z,12,A
50005874,Brooklyn,Not Critical,Chicken,2017-03-30T00:00:00Z,9,A
50042223,Queens,Critical,Cafe/coffee/Tea,2017-02-13T00:00:00Z,9,A
50000546,Queens,Not Critical,Jewish/Kosher,2017-04-25T00:00:00Z,12,A
41109700,Queens,Not Critical,Donuts,2015-10-01T00:00:00Z,8,A
50004709,Brooklyn,Not Critical,American,2014-07-17T00:00:00Z,4,A
41671229,Manhattan,Critical,American,2015-04-07T00:00:00Z,12,A
41379821,Bronx,Critical,Hamburgers,2017-05-30T00:00:00Z,9,A
40730585,Manhattan,Not Critical,French,2015-04-01T00:00:00Z,11,A
50016118,Queens,Not Critical,Pizza,2016-04-23T00:00:00Z,12,A
41682994,Manhattan,Critical,Chinese,2014-10-14T00:00:00Z,21,B
40653502,Manhattan,Critical,American,2016-07-19T00:00:00Z,10,A
41443150,Staten Island,Not Critical,Pizza/Italian,2013-12-03T00:00:00Z,9,A
40560302,Manhattan,Not Critical,Italian,2017-05-09T00:00:00Z,10,A
41601438,Manhattan,Critical,American,2015-09-18T00:00:00Z,10,A
40546098,Manhattan,Critical,Brazilian,2016-02-24T00:00:00Z,12,A
40639672,Bronx,Not Critical,Pizza,2015-10-21T00:00:00Z,17,B
41440130,Brooklyn,Not Critical,Pizza,2015-05-05T00:00:00Z,11,A
41637125,Manhattan,Critical,American,2015-07-14T00:00:00Z,12,A
50000029,Brooklyn,Not Critical,Pizza/Italian,2016-06-17T00:00:00Z,11,A
40399279,Manhattan,Critical,Italian,2015-10-19T00:00:00Z,12,A
41216519,Manhattan,Not Critical,Bakery,2016-03-18T00:00:00Z,13,A
50003474,Manhattan,Not Critical,Japanese,2015-03-13T00:00:00Z,17,B
41286149,Manhattan,Not Critical,American,2015-05-18T00:00:00Z,9,A
40705438,Bronx,Critical,Italian,2015-03-30T00:00:00Z,10,A
50000259,Manhattan,Not Critical,Italian,2016-09-14T00:00:00Z,11,A
41443460,Staten Island,Not Critical,Italian,2017-05-04T00:00:00Z,9,A
40697593,Brooklyn,Critical,Soul Food,2016-06-16T00:00:00Z,11,A
41416726,Queens,Critical,American,2015-12-03T00:00:00Z,9,A
50041309,Brooklyn,Not Critical,Japanese,2015-11-09T00:00:00Z,11,A
50014682,Queens,Critical,Steak,2017-05-24T00:00:00Z,10,A
41677480,Manhattan,Critical,Indian,2015-06-08T00:00:00Z,13,A
41707090,Manhattan,Not Critical,American,2014-07-30T00:00:00Z,10,A
50035092,Bronx,Not Critical,Mexican,2015-05-11T00:00:00Z,9,A
50056923,Queens,Critical,Spanish,2016-12-13T00:00:00Z,11,A
50003055,Manhattan,Not Critical,Filipino,2016-07-13T00:00:00Z,22,B
41608779,Manhattan,Critical,Cafe/coffee/Tea,2016-02-26T00:00:00Z,10,A
41311297,Manhattan,Not Critical,Seafood,2016-06-06T00:00:00Z,5,A
50016741,Brooklyn,Critical,Indian,2016-12-20T00:00:00Z,11,A
41089834,Manhattan,Not Critical,American,2016-02-03T00:00:00Z,12,A
41361564,Queens,Not Critical,Chinese,2016-11-15T00:00:00Z,13,A
50039685,Queens,Critical,Caribbean,2017-04-26T00:00:00Z,12,A
41693835,Bronx,Critical,Chicken,2015-10-13T00:00:00Z,12,A
41098752,Brooklyn,Not Critical,Polish,2015-05-21T00:00:00Z,9,A
41695136,Manhattan,Not Critical,American,2015-06-05T00:00:00Z,9,A
50003503,Queens,Critical,American,2017-10-03T00:00:00Z,7,A
41308759,Queens,Critical,Chinese,2015-12-30T00:00:00Z,26,B
50050579,Brooklyn,Critical,Indian,2017-07-13T00:00:00Z,18,B
50009773,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-05-26T00:00:00Z,30,C
50013618,Bronx,Critical,Pizza/Italian,2016-12-05T00:00:00Z,20,B
41301641,Brooklyn,Critical,American,2015-03-13T00:00:00Z,16,B
50016586,Manhattan,Not Critical,Mexican,2015-02-23T00:00:00Z,8,A
50002814,Queens,Critical,Mediterranean,2016-03-23T00:00:00Z,8,A
41688043,Manhattan,Critical,Italian,2015-01-23T00:00:00Z,11,A
50041424,Bronx,Critical,Tex-Mex,2016-09-07T00:00:00Z,11,A
50017552,Brooklyn,Critical,Cafe/coffee/Tea,2015-01-06T00:00:00Z,12,A
40879743,Manhattan,Critical,Caribbean,2015-12-07T00:00:00Z,10,A
41676211,Brooklyn,Not Critical,Turkish,2014-12-30T00:00:00Z,4,A
41412063,Brooklyn,Critical,American,2017-09-06T00:00:00Z,12,A
41102997,Manhattan,Critical,American,2016-05-18T00:00:00Z,9,A
50015754,Brooklyn,Not Critical,American,2015-11-18T00:00:00Z,5,A
41485121,Queens,Not Critical,Czech,2015-03-25T00:00:00Z,11,A
50038023,Bronx,Critical,Mediterranean,2017-02-23T00:00:00Z,13,A
41709840,Manhattan,Not Critical,American,2015-08-26T00:00:00Z,9,A
41320212,Bronx,Critical,Pizza,2016-10-05T00:00:00Z,10,A
41578404,Bronx,Not Critical,Chicken,2015-12-30T00:00:00Z,9,A
50007655,Brooklyn,Critical,Sandwiches/Salads/Mixed Buffet,2015-03-18T00:00:00Z,8,A
41637689,Queens,Not Critical,Hamburgers,2015-05-01T00:00:00Z,9,A
50007736,Brooklyn,Not Critical,Eastern European,2015-01-28T00:00:00Z,10,A
40561162,Manhattan,Critical,Italian,2015-08-10T00:00:00Z,63,C
41127492,Bronx,Not Critical,Cafe/coffee/Tea,2017-07-17T00:00:00Z,7,A
41614707,Manhattan,Not Critical,American,2015-04-02T00:00:00Z,51,C
40366379,Manhattan,Critical,Irish,2015-09-10T00:00:00Z,7,A
41671459,Brooklyn,Critical,Japanese,2014-05-21T00:00:00Z,7,A
40382802,Manhattan,Critical,Irish,2017-05-30T00:00:00Z,12,A
50063092,Manhattan,Not Critical,American,2017-09-25T00:00:00Z,7,A
41577762,Queens,Critical,Indian,2014-10-08T00:00:00Z,10,A
50013726,Staten Island,Not Critical,Pizza/Italian,2014-11-15T00:00:00Z,13,A
41678772,Queens,Critical,Sandwiches,2016-07-13T00:00:00Z,12,A
41713865,Brooklyn,Critical,Caribbean,2015-10-21T00:00:00Z,9,A
41362531,Queens,Critical,American,2015-07-28T00:00:00Z,5,A
40999540,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-02-28T00:00:00Z,12,A
41328863,Queens,Not Critical,Polish,2015-12-15T00:00:00Z,10,A
50032988,Manhattan,Not Critical,Mexican,2017-07-10T00:00:00Z,12,A
50032688,Brooklyn,Critical,Middle Eastern,2016-11-21T00:00:00Z,9,A
50005580,Queens,Critical,American,2016-02-23T00:00:00Z,7,A
41534897,Manhattan,Critical,American,2014-09-02T00:00:00Z,13,A
41626037,Manhattan,Not Critical,Tapas,2016-03-25T00:00:00Z,7,A
41632521,Brooklyn,Critical,Italian,2016-04-20T00:00:00Z,13,A
50051769,Queens,Critical,Chinese,2016-08-31T00:00:00Z,8,A
50036241,Manhattan,Not Critical,Spanish,2017-10-03T00:00:00Z,12,A
41197896,Manhattan,Not Critical,Italian,2015-09-17T00:00:00Z,19,B
40391383,Queens,Critical,French,2016-06-07T00:00:00Z,12,A
41664920,Brooklyn,Critical,Chinese,2016-09-20T00:00:00Z,22,B
50056900,Brooklyn,Critical,American,2016-11-21T00:00:00Z,9,A
41596018,Queens,Critical,Korean,2014-06-05T00:00:00Z,19,B
40424400,Manhattan,Not Critical,Bakery,2015-05-14T00:00:00Z,12,A
50044523,Bronx,Not Critical,American,2017-03-17T00:00:00Z,4,A
41651087,Queens,Not Critical,Pizza,2015-05-06T00:00:00Z,13,A
41640950,Manhattan,Critical,Mexican,2016-07-12T00:00:00Z,9,A
50001494,Manhattan,Critical,Donuts,2016-02-05T00:00:00Z,7,A
41311641,Queens,Critical,American,2017-07-03T00:00:00Z,9,A
50000310,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-14T00:00:00Z,12,A
41050020,Brooklyn,Critical,American,2016-10-25T00:00:00Z,26,B
41244008,Manhattan,Not Critical,American,2015-11-05T00:00:00Z,11,A
41704459,Manhattan,Not Critical,Donuts,2015-02-02T00:00:00Z,2,A
50043746,Manhattan,Critical,American,2016-12-08T00:00:00Z,13,A
50008585,Queens,Critical,Vietnamese/Cambodian/Malaysia,2014-10-22T00:00:00Z,12,A
50039758,Brooklyn,Not Critical,Donuts,2017-06-06T00:00:00Z,3,A
40388419,Manhattan,Critical,Pizza,2014-08-20T00:00:00Z,25,B
40997119,Manhattan,Not Critical,American,2015-09-11T00:00:00Z,4,A
41221138,Manhattan,Critical,American,2016-05-19T00:00:00Z,10,A
41264944,Manhattan,Not Critical,Italian,2016-09-22T00:00:00Z,8,A
50048590,Manhattan,Not Critical,American,2016-07-26T00:00:00Z,7,A
40686822,Brooklyn,Not Critical,Caribbean,2015-11-02T00:00:00Z,20,B
41722813,Manhattan,Not Critical,Mexican,2014-11-20T00:00:00Z,11,A
40363920,Brooklyn,Not Critical,Chinese,2015-04-21T00:00:00Z,3,A
50063528,Brooklyn,Critical,German,2017-09-26T00:00:00Z,13,A
41322801,Queens,Not Critical,American,2015-05-21T00:00:00Z,21,B
50001835,Manhattan,Critical,American,2016-03-22T00:00:00Z,13,A
40391284,Manhattan,Critical,American,2017-02-01T00:00:00Z,10,A
41577696,Brooklyn,Critical,American,2014-07-29T00:00:00Z,10,A
41644201,Manhattan,Critical,Bakery,2015-11-19T00:00:00Z,12,A
50064279,Brooklyn,Not Critical,Mediterranean,2017-09-27T00:00:00Z,8,A
41519679,Bronx,Not Critical,Jewish/Kosher,2015-09-03T00:00:00Z,9,A
41664706,Queens,Not Critical,Pizza,2016-11-17T00:00:00Z,13,A
41214960,Brooklyn,Not Critical,American,2016-06-15T00:00:00Z,19,B
41099430,Queens,Critical,Italian,2016-03-30T00:00:00Z,13,A
50007382,Brooklyn,Not Critical,Eastern European,2015-02-02T00:00:00Z,9,A
50038628,Brooklyn,Not Critical,Caribbean,2015-10-14T00:00:00Z,13,A
50019025,Queens,Not Critical,Caribbean,2016-02-05T00:00:00Z,10,A
41357129,Brooklyn,Critical,American,2015-03-05T00:00:00Z,10,A
41472089,Queens,Critical,Tex-Mex,2016-06-11T00:00:00Z,8,A
41688677,Queens,Critical,Korean,2015-09-18T00:00:00Z,12,A
